FID,the_geom,LAYER,ROAD_TYPE
roadsnew_lines.1051,"MULTILINESTRING ((-61.3456140626987 15.324728384586763, -61.3457222379582 15.324883545826845, -61.34577239997456 15.3249532641318, -61.34579738423665 15.325000426015807, -61.34579208836441 15.32508762944194, -61.34577994820191 15.325165834203064, -61.34582031020438 15.325309300616393, -61.34582908993665 15.32536529042987, -61.34584675496521 15.32546384889152, -61.345880395897055 15.325582658611308, -61.345900700097346 15.325638733788278, -61.34594373655926 15.325735243185541, -61.34599521010223 15.325815399882298))",Unknown Line Type,Tertiary_road
roadsnew_lines.1024,"MULTILINESTRING ((-61.36849054434153 15.34481866039573, -61.36809897198529 15.344579490291748, -61.36784035504624 15.344414876436202, -61.36758981191337 15.344222151659475, -61.367369239162215 15.344128074370692, -61.36707837055021 15.343982776786806, -61.366864107606425 15.343867866485805, -61.36668952191094 15.34378903864186, -61.36656942413399 15.343817986038792, -61.36643987393998 15.343876690917487, -61.36628578219035 15.343929250625392, -61.365916987218974 15.343923566679342, -61.36564730958126 15.343820180034966, -61.365521993003746 15.34372978158417, -61.36527424798133 15.343572867067387, -61.3649434498625 15.343424291605144, -61.3645935380595 15.343362073136634, -61.364314548623554 15.343270547430594, -61.36415513887517 15.343258421346071, -61.364081700716895 15.343216125372834, -61.364037015479816 15.343033854558731, -61.36395507707589 15.342899033322047, -61.36388885451638 15.342719587214459, -61.36380631235561 15.342662311032486, -61.36371829699846 15.342518497139643, -61.36365165657697 15.34239273604784, -61.36357246685133 15.342299692300966, -61.36352983340682 15.342248674119482, -61.36347155390574 15.342233333240985, -61.36334225964417 15.342259228806604, -61.363102018831825 15.342323085020293, -61.36296059334849 15.342328012633601, -61.362859285496505 15.34231235585172, -61.362770364460914 15.342284859239564, -61.36265373586653 15.342263124585825, -61.36255519933432 15.34228626275083, -61.36248411465675 15.342336446421923, -61.36232427170591 15.342338255769894, -61.3622531195727 15.34234779995997, -61.362111565707714 15.342319916699049, -61.362011307318106 15.342317502848065, -61.36193186016058 15.342306852997762, -61.36184175230516 15.342333035397733, -61.3617325227652 15.342372499360595, -61.36164406518207 15.342408760309606, -61.36149313456138 15.342474761932403, -61.361418625226044 15.342496025457274, -61.361351201272846 15.342495530220178, -61.36126365964746 15.342414355078304, -61.361199981277444 15.342376976762997, -61.361117744002 15.342280740768333, -61.360989116704275 15.342147253391953, -61.360911778099386 15.342087963870313, -61.360807210463555 15.341973108446437, -61.3607387254898 15.341887039894885, -61.360709780732314 15.341829783648606, -61.36069470576297 15.341767596058267, -61.36065909450603 15.341678413536448, -61.36063225824036 15.341572517971711, -61.360570688698644 15.341486500198963, -61.360512524458024 15.341407218444633, -61.36040267928766 15.341304068355445, -61.360303115419974 15.34121273804484, -61.360244715668934 15.341163654034315, -61.36005736256034 15.34102302359507, -61.359901272251015 15.340864167570748, -61.359734756968884 15.34071194582043, -61.35949425703951 15.340457865708649))",Unknown Line Type,Secondary_road
roadsnew_lines.1025,"MULTILINESTRING ((-61.360303115419974 15.34121273804484, -61.36033784457303 15.341115368525003, -61.360348094831174 15.3409834607168, -61.36036522537459 15.340856077473564, -61.36036602836718 15.340753181263208, -61.360355602755256 15.340612173492243, -61.36034723783004 15.340502498898742, -61.3603477091463 15.340442103295766, -61.36040144140227 15.340350781057623, -61.36051091411223 15.340206180329528, -61.36060877407808 15.340072679221292, -61.360680964079926 15.339979255509023, -61.360732356094154 15.339892389975477, -61.36076534246758 15.33980091519893, -61.36082609424381 15.339696222373934, -61.36086234618207 15.33962937859946, -61.36091655391554 15.339550922453085, -61.36092731928297 15.33950066896262, -61.36090883910231 15.33943174536039, -61.36084871085179 15.339382648835695, -61.360835273122774 15.339332217548533, -61.360861649972094 15.339275367736033, -61.36088836705902 15.339174898855308, -61.36092878357951 15.339091308125079, -61.360949869307994 15.339047841448943, -61.36097104662778 15.338992631175099, -61.36093876231535 15.33892025067247, -61.36089107595893 15.338827623997904, -61.360838294884154 15.338723215623641, -61.36080267085848 15.338635710802446, -61.36080143937074 15.338571947163219, -61.3608366301662 15.338493351307326, -61.360947035426854 15.338302898507537, -61.36105369505258 15.338149328680396, -61.36116047226661 15.337980659874662, -61.36128980194266 15.337802090098162, -61.36136699330321 15.33765837018595, -61.36143041972772 15.3375061603982, -61.36155667061179 15.337278912964122, -61.36161095587999 15.337190390605022, -61.361678979752114 15.337113713362887, -61.36174032387738 15.337006787497883, -61.36179801422869 15.336925001088497, -61.361839818649905 15.336885041882963, -61.36192954488525 15.33690751131006, -61.362055680001845 15.336916825907746, -61.36217330200974 15.336909300419318, -61.36225809038196 15.336899856157528, -61.362350003012736 15.336863620082601, -61.362464206664484 15.336851036090145, -61.36250915478432 15.336851365907972, -61.3626146099928 15.336852139675841, -61.36272350968544 15.336854616419071, -61.362839598931515 15.336821913015868, -61.36289711893645 15.336761935832383, -61.36294409638584 15.336723692100017, -61.36300022731671 15.336620083082716, -61.36304939083398 15.336523133956389, -61.36311767531313 15.336412903026934, -61.363173897524746 15.336297550336148, -61.36321796602515 15.336188819505434, -61.36323385157726 15.336146992148949, -61.36333911928823 15.335949789120825, -61.36342135110839 15.335824560552192, -61.36348616454545 15.335715981766608, -61.3635401873306 15.335661011987732, -61.36356986370104 15.335624318981234, -61.36366326924191 15.335618292824984, -61.36378128235884 15.335560436633182, -61.36388568731404 15.33547395877646, -61.36397789943277 15.335399135770317, -61.36401160778095 15.335288651020454, -61.363981260507515 15.335189441008607, -61.363981639200226 15.335140788883267, -61.36402042930794 15.335043763418437, -61.364067837058634 15.334950156619513, -61.364106339827345 15.334890039642922, -61.36413463975992 15.334808037056199, -61.364145417069075 15.334756105630936, -61.36414765503649 15.334690689573383, -61.36414137978156 15.334608433564886, -61.36412297712185 15.334529444180575, -61.36410480949426 15.33442025692082, -61.364076700228956 15.334255630864668, -61.36407553291646 15.334183478826004, -61.364098790100094 15.334082983961041, -61.36416551410976 15.333950930307806, -61.36429819163858 15.333785804850883, -61.364448182549786 15.333617450647802, -61.36453221975666 15.333482168196541, -61.364614567257775 15.333341840054548, -61.36464793550361 15.33327497429273, -61.364669267761684 15.333199631563684, -61.36471168426151 15.33308082164159, -61.364724176991736 15.333030580483435, -61.364750865073816 15.332933466148202, -61.364765321426816 15.33285303976095, -61.36484148428304 15.332618711837926, -61.36487181240539 15.332498135552528, -61.36488316350166 15.332372386982604, -61.36490476956938 15.332261813333227, -61.36490703329046 15.332193041906859, -61.364901149157355 15.332060456058393, -61.36496002414096 15.331826001409746, -61.364981825792356 15.33169026282545, -61.36498792529618 15.331572864549933, -61.364990541229055 15.331458796271093, -61.36499475541461 15.331361517261458, -61.36498688152791 15.331262471959866, -61.36497707016475 15.33119025657133, -61.36499893692953 15.331046129665596, -61.36503244812709 15.330960809514343, -61.3650726785145 15.330900704912532, -61.36511802983075 15.330849026586707, -61.36515984540113 15.33080738889666, -61.3651965269554 15.330759002574105, -61.36523656158866 15.330724062851555, -61.36527020306888 15.330621966035194, -61.36525318974578 15.33058660856102, -61.365200042794044 15.330529175649604, -61.36514355582777 15.33045661845835, -61.365118329407494 15.330365834860363, -61.36515199695715 15.330260382736284, -61.36517508343119 15.330181697228513, -61.36518244182322 15.330124707382161, -61.36520824832704 15.32991853226749, -61.36520687179285 15.32987322275334, -61.365195240342764 15.329812738335406, -61.36518724894794 15.32972879197609, -61.36517394096594 15.329661584253744, -61.365177946243016 15.329591147795222, -61.36520077173588 15.329546015499401, -61.36525693845647 15.329437372569295, -61.36528067903122 15.329312614421559))",Unknown Line Type,Secondary_road
roadsnew_lines.1026,"MULTILINESTRING ((-61.36528067903122 15.329312614421559, -61.36568538846595 15.329000197485346, -61.36614263372748 15.328909276637992, -61.36657132536419 15.328742731965788, -61.36691281879103 15.328547268387556, -61.36709684360273 15.328420469490986, -61.36723672050066 15.328349908066683, -61.36738824198361 15.328362946788147, -61.36751517741911 15.328375805647473, -61.36766645200399 15.32842065765616, -61.36783439518539 15.32842983922818, -61.36796530494165 15.328458634531305, -61.36810897070392 15.328427869336206, -61.368199798602625 15.328341041135763, -61.368262158679 15.32822616646951, -61.36836087322281 15.328179164935195, -61.36849640511018 15.328140386204884, -61.36866077493898 15.328081933530216, -61.368833216652455 15.328039447342704, -61.36897678952202 15.328020611607862, -61.3691497862685 15.327906544794956, -61.369256819194774 15.327843695937903, -61.36932681883348 15.327800461129797, -61.36943375915518 15.327749542240365, -61.36959443161303 15.327639361950526, -61.369791736299184 15.327561264292793, -61.37000148797063 15.327463372740024, -61.37012072098049 15.327412543225739, -61.37026866841297 15.327357946309796, -61.370523093431586 15.327312080176352, -61.37076935384733 15.327262177254145, -61.37117120220801 15.327229316731056, -61.37124911943502 15.327221931265997, -61.371421683291544 15.327163536187355, -61.37149990843463 15.327116383709896, -61.37159039573917 15.32707329754355, -61.37168094459026 15.327022257951613, -61.37174693822428 15.326967062346498, -61.371854031569335 15.326896258730347, -61.37197344860463 15.326821567989441, -61.37223270915332 15.326680289031229, -61.372351848952746 15.326641388307596, -61.37249970307349 15.326598719882503, -61.372729971778 15.3264969981717, -61.372935315947984 15.32643884070688, -61.373079072191324 15.326396142014557, -61.37323915747293 15.326361516022345, -61.373366399986644 15.32633460451153, -61.37359213987467 15.326288525743129, -61.37383276362532 15.326437424255724, -61.3739104960766 15.326453898006381, -61.374103085876015 15.326455300376065, -61.374243113204 15.326364850701935, -61.37428498119486 15.326249824788105, -61.374310151146894 15.32617444651642, -61.37435975328377 15.326119130715023, -61.37443797746151 15.326071977101389, -61.3745329610097 15.325977222383075, -61.37461525201248 15.325934075223541, -61.37467687036682 15.325914639103143, -61.374828852022716 15.325868022161629, -61.37494780665242 15.32585298015454, -61.375082660275176 15.325901684545455, -61.37520106193274 15.325958223002095, -61.37531964797562 15.325990901200992, -61.375421628438964 15.326051296999808, -61.375544588668454 15.326048214593401, -61.37565534808875 15.326033112596955, -61.37602450514027 15.325988074469231, -61.37611884321329 15.325976829738481, -61.37619715911203 15.325917745358446, -61.37636987437817 15.325839462697875, -61.37654222117595 15.325808900322293, -61.3766938955406 15.325802049091894, -61.37682492821195 15.325814932350855, -61.37710751256001 15.325836870837877, -61.37742419741432 15.32568804887741, -61.37756330269445 15.32571689806606, -61.37764075923642 15.325769160864454, -61.377759376361766 15.325797861089153, -61.37791083607384 15.325818845964372, -61.37800881167836 15.325867280764845, -61.37807782775489 15.325951297545366, -61.37818751378814 15.326075378972599, -61.37848887013368 15.326320160111496, -61.37861941281828 15.326396669662882, -61.37876224859898 15.32647326839832, -61.37888860186238 15.326561678180502, -61.37900284613461 15.326626138418819, -61.37916983917685 15.326758589302816, -61.37927971016062 15.326858810042387, -61.37945113832242 15.32694754670266, -61.37961644209856 15.326981983092244, -61.379780012176745 15.327026916256333, -61.38003360875548 15.32708841018323, -61.380205680691326 15.327093635414379, -61.38034897700366 15.327110582586988, -61.38048377174295 15.327167237329238, -61.38063101272098 15.32720409759888, -61.380757275428934 15.327304436567838, -61.38090846117067 15.327361209936893, -61.381026743037594 15.327433652371786, -61.381157256836445 15.327514137299453, -61.38131657702424 15.327578923255993, -61.3816810574388 15.327609403748506, -61.381890039815595 15.327610918302081, -61.38202914724091 15.327639764885681, -61.3821764806974 15.3276646940534, -61.382311674063644 15.327669650497816, -61.38246255470548 15.327766190014685, -61.382560387140835 15.327833512389423, -61.38263664554019 15.327908632325034, -61.3827219403232 15.328007679305387, -61.38279173116811 15.328124510175797, -61.38293204700666 15.328262730725557, -61.38299626483924 15.32830495363634, -61.383317858866526 15.32845045214978, -61.38339148013056 15.328468881426888, -61.38344675340922 15.328475247028368, -61.383621770205664 15.328497393036002, -61.38379075509683 15.328504581731988, -61.38388625619707 15.328475445982466, -61.383993752451765 15.328485172149216, -61.38415661371953 15.328489333543432, -61.38426105963689 15.328496054804141, -61.384396284268014 15.32849703332481, -61.384540728771036 15.328498078472423, -61.38458058985902 15.328510297691947, -61.38464170469573 15.328500160579566, -61.384698726823316 15.328503928661448, -61.384795535389664 15.32850462901224, -61.38491990047033 15.328518950825593, -61.384978522490336 15.328539508122237, -61.38504576237982 15.328563483280886, -61.3851770681946 15.32857449961543, -61.385261775738364 15.328575112245991, -61.38532247436291 15.328550384644803, -61.38549035393499 15.328526432084162, -61.38552688901532 15.328496496379376, -61.38559282528704 15.328465095485614, -61.38565185952172 15.328431966895042, -61.38573319973069 15.328420810592085, -61.385845592586115 15.32841826761302, -61.385999449084615 15.328419379854747, -61.38612745197635 15.328410238485306, -61.386248642962826 15.32838762563032, -61.386378516173934 15.328360042137087, -61.386479052533495 15.328325535473306, -61.38667268029299 15.328211033354032))",Unknown Line Type,Secondary_road
roadsnew_lines.1027,"MULTILINESTRING ((-61.37359213987467 15.326288525743129, -61.37369034901979 15.326543920037553, -61.37374673219604 15.326671592138986, -61.373786755537985 15.326795168165855, -61.373826748170615 15.32692272088569, -61.37384649850724 15.327018310819124, -61.3738980154907 15.327245370479247, -61.373949809296896 15.327436639861686, -61.37401839360965 15.327576331536486, -61.37429691271023 15.327594267243677, -61.374464917519816 15.32759549039473, -61.37464493876069 15.327632593188264, -61.37496021427541 15.327666703326186, -61.37506632379183 15.32772315247133))",Unknown Line Type,Tertiary_road
roadsnew_lines.1028,"MULTILINESTRING ((-61.36521879949882 15.329511144527736, -61.36530234211893 15.329562599018566, -61.36535972254054 15.32959433727995, -61.36538717333236 15.329621382377768, -61.36543275077586 15.329688826355195, -61.36557251852519 15.329797226069621, -61.36563922321197 15.329815610472437, -61.36573138677406 15.329820759163471, -61.365917862424425 15.329851205246499, -61.365989107553375 15.329878570821373, -61.36614083509555 15.329931132499873, -61.36618461195741 15.329933689881443, -61.366267885997495 15.329896270108799, -61.366302616818196 15.329876391167746, -61.3663397047315 15.32984981843798, -61.36639519755148 15.329827854394738, -61.3664389917789 15.329828174841477, -61.36650106928065 15.329848762147323, -61.3665649478112 15.329934235916157, -61.36670850961508 15.330147802237645, -61.366854446162996 15.330352437819082, -61.36693854845568 15.330505169768378, -61.36698449196515 15.33053587637021, -61.36702339844435 15.330571953134132, -61.36711297950269 15.33061287456967, -61.36715885304266 15.330642291239764, -61.36719098363743 15.330660422331714, -61.367227776291095 15.33067187648435, -61.367324515532495 15.33068153204176, -61.36746511869189 15.330682560284693, -61.3675663115906 15.330712381408263, -61.36766499115083 15.330769028246989, -61.36771769289497 15.330809679795818, -61.36779524575404 15.330915386362006, -61.367831378616266 15.33101184203251, -61.36785161979446 15.331076863352235, -61.36789489337284 15.331144290074405, -61.36794076714725 15.331173706604465, -61.368025877621434 15.331196698934034, -61.368092878196485 15.33117705562538, -61.36815069358132 15.331152871129351, -61.36823155871085 15.331128855101014, -61.3683262189576 15.331109413895627, -61.36842772468119 15.331098970727576, -61.36854524372425 15.331104303624691, -61.36866707767094 15.331147697199548, -61.36886941232664 15.33121404904488, -61.36909727540968 15.331258217096561, -61.36935482574621 15.331338393983865, -61.36958234217277 15.331427299289492, -61.3697318710377 15.331466420562743, -61.3697663937191 15.331473383717059))",Unknown Line Type,Tertiary_road
roadsnew_lines.1029,"MULTILINESTRING ((-61.363064164272075 15.336499285360624, -61.36258264417615 15.336266312815068, -61.36252161833953 15.336209194254213, -61.36248261732306 15.33608661846368, -61.36249837918064 15.336036028659908, -61.36255120727868 15.335961849424056, -61.362557423713326 15.335952947012665))",Unknown Line Type,Tertiary_road
roadsnew_lines.1030,"MULTILINESTRING ((-61.362651764284195 15.336852984694664, -61.36254850058815 15.337098228267633, -61.36246971397939 15.337348194724253, -61.362375839120624 15.33756225832592, -61.36223292929268 15.337758065952569, -61.36219707394835 15.337823421603481, -61.362187452810716 15.337874802098067, -61.36217770963156 15.337941840728787, -61.36217477697366 15.338022351373155, -61.3621836484764 15.33806715658048, -61.36220132175566 15.338165714501589, -61.36219599687881 15.338257392610606, -61.36218325125999 15.338413889386308, -61.36216371250116 15.338554677264405, -61.3621348488899 15.338708818718603, -61.362107802083266 15.338925609624063, -61.36210208044811 15.339068176658033, -61.36207722350945 15.339151881860799, -61.362080576477396 15.339165328499796))",Unknown Line Type,Secondary_road
roadsnew_lines.1052,"MULTILINESTRING ((-61.345303460433456 15.324035595921675, -61.34535296807625 15.323998814309453, -61.345335162566165 15.323918150715885, -61.3452876929059 15.323799238491457, -61.345256093416474 15.323713998710534, -61.34525663890951 15.323644656035032, -61.34532386716084 15.32359594033407, -61.34545556125681 15.323556650166116, -61.345511159547144 15.32352127019007, -61.34554844204702 15.323470095579857, -61.34556279902978 15.323403092197212, -61.34559096759275 15.323338428114868, -61.34562823244537 15.323289490346383, -61.34568384822728 15.32325187345557))",Unknown Line Type,Tertiary_road
roadsnew_lines.1031,"MULTILINESTRING ((-61.361839818649905 15.336885041882963, -61.36160514476289 15.33669970429298, -61.361487082798234 15.336599415082182, -61.36144678661496 15.336511627497416, -61.36145162853129 15.336416217532356, -61.36145218659598 15.336344637492555, -61.36140766862851 15.336272726493625, -61.361318415740776 15.336156741157616, -61.36122435196559 15.336132189080145, -61.3611345720872 15.336083807047345, -61.361110667393405 15.335996139789726, -61.3610422759683 15.3358325848094, -61.3609779204246 15.335677013246965, -61.36090447000093 15.335636704856732, -61.36073587060983 15.33571102756088, -61.36055919956766 15.335769383251913, -61.3603460514533 15.3357757711709, -61.360260276691335 15.33573934892574, -61.3602118165844 15.33564752429624, -61.360179096187764 15.335639330094088, -61.36008074884839 15.335638607458728, -61.36008056268049 15.335662467457114))",Unknown Line Type,Tertiary_road
roadsnew_lines.1032,"MULTILINESTRING ((-61.36118176727655 15.336109240361205, -61.36097442439601 15.33619100135897, -61.360708491877254 15.336298661304445, -61.3605051088698 15.33636651437106, -61.36034347796324 15.336401118955491, -61.36019611348544 15.336379903168895, -61.36015034462025 15.33633706380561, -61.36008400510723 15.336271703246794, -61.3600428812415 15.336224423991938, -61.359904806846686 15.336194328282406, -61.35971432803503 15.336085552238092, -61.35961351820384 15.336006516188842, -61.359425082838946 15.335931309980804))",Unknown Line Type,Tertiary_road
roadsnew_lines.1033,"MULTILINESTRING ((-61.36025192640965 15.336387938462366, -61.36021987928102 15.336288360666918, -61.36018581006905 15.336223237245672, -61.36014503524996 15.33613122051166, -61.36013829471831 15.336108800951946, -61.360186735063735 15.336104682877842, -61.360301567279116 15.336159214682176))",Unknown Line Type,Tertiary_road
roadsnew_lines.1034,"MULTILINESTRING ((-61.361512179406915 15.337358995739423, -61.36098159062905 15.337045589436904))",Unknown Line Type,Tertiary_road
roadsnew_lines.1035,"MULTILINESTRING ((-61.36127897195797 15.337817043433372, -61.36112594025567 15.337749068765849, -61.36098335925381 15.337705518504007, -61.36084528371211 15.33767542327165, -61.360741661655105 15.337661240075748, -61.36071169615291 15.337661019949604))",Unknown Line Type,Tertiary_road
roadsnew_lines.1036,"MULTILINESTRING ((-61.36094257610839 15.338310590990954, -61.36047614736248 15.338010498954564, -61.3603797893677 15.33795162888967, -61.360324642908374 15.33792885365596, -61.36029699986903 15.337926413532973, -61.36025950831931 15.338004433140432, -61.360261167556644 15.338087214437598, -61.360274439281206 15.338158896051764, -61.36029476577771 15.338212733482651, -61.36033828236037 15.338248845291172))",Unknown Line Type,Tertiary_road
roadsnew_lines.1037,"MULTILINESTRING ((-61.36097104662778 15.338992631175099, -61.36101930017114 15.339017631571982, -61.361093156893254 15.339024465628745, -61.361168378908104 15.339022501487598, -61.36124627261192 15.339010490426261))",Unknown Line Type,Tertiary_road
roadsnew_lines.1038,"MULTILINESTRING ((-61.360819555133894 15.341986667643996, -61.36080393784347 15.342073380075814, -61.36078015392488 15.34216715942966, -61.360738225988044 15.34222277641541, -61.360712171836234 15.342312065070129, -61.360711159472096 15.342441803774463, -61.36068947108634 15.342562442535552, -61.360679569965534 15.34264961287272, -61.36064197279075 15.342741053688442, -61.360645657824115 15.342859641891511, -61.3606475090677 15.342917817555707, -61.36061485368362 15.342966791631623, -61.36058170949505 15.343078398171164))",Unknown Line Type,Tertiary_road
roadsnew_lines.1039,"MULTILINESTRING ((-61.3594211088261 15.342989332062242, -61.359453719494084 15.343073834084677, -61.359486968585884 15.343145662633912, -61.35952338432635 15.343205583793797, -61.35963400574655 15.343209379919964, -61.35968907192995 15.343242594183122, -61.35980863433283 15.34328224799088, -61.35988521482974 15.343315620393525, -61.359924843895136 15.343357669112821, -61.36000072590565 15.343480516407931, -61.36005250919845 15.343540550476625, -61.36012904326695 15.343579887803333, -61.36018089646791 15.343630974354264, -61.36022669587658 15.343670085718834, -61.36027407287138 15.343802417079731, -61.3603152330207 15.343845222665104, -61.360400067992906 15.343904008277791, -61.36044597807657 15.343928952740136))",Unknown Line Type,Tertiary_road
roadsnew_lines.1040,"MULTILINESTRING ((-61.3604482657244 15.343931206556146, -61.3604756476665 15.343967199841401))",Unknown Line Type,Tertiary_road
roadsnew_lines.1041,"MULTILINESTRING ((-61.35949425703951 15.340457865708649, -61.35940026137109 15.34047109036952, -61.35927063607532 15.340539484221996, -61.359198585023655 15.3406150124098, -61.35908743507928 15.340679068008042, -61.35900370132466 15.340774643208892, -61.35890402418233 15.34084549408786, -61.358736853351715 15.340998617451444, -61.358595230329094 15.341127321616398, -61.358453624611286 15.341253788801023, -61.35830946894241 15.341411555119755, -61.35813758218823 15.341578065244763, -61.35794507182237 15.341728764417295, -61.35782199338614 15.34184418248796, -61.35773169305351 15.341894968777899, -61.357604406444665 15.341958904740352, -61.357467794501076 15.34203619396163, -61.35736582867528 15.342104790193794, -61.35730778181764 15.342158050769804, -61.35724040964483 15.342224664655033, -61.35711982804856 15.342315493668268, -61.35703880018595 15.342359636928856, -61.35689789253469 15.342396628141486, -61.35681431456835 15.342472070512487, -61.35665648379816 15.34260960184456, -61.35654697220713 15.34275867400545, -61.35648186969446 15.342829778335595, -61.35635887733755 15.34293401109912, -61.356171237252084 15.34305118940756, -61.356048402163715 15.343135290150522, -61.356006752935784 15.343155116199577, -61.3559256033767 15.34317625523235, -61.35579421304893 15.343175286859974, -61.355661107042515 15.343172628015742, -61.35552454340824 15.343169943603739, -61.35542584307839 15.343189348967801, -61.35536863441297 15.343209060184002, -61.35532182492797 15.34322549255843, -61.35526275607318 15.343261967508809, -61.35520726306106 15.343283369077342, -61.35510187070107 15.343274203238494, -61.35502231869692 15.343276972131832, -61.354887418172936 15.34328268832512, -61.354776773687625 15.343281872338482, -61.354583080150945 15.343288832481692, -61.354524168863215 15.34330517541824, -61.35443919384821 15.343338103549009, -61.354387000685705 15.34337966221085, -61.354275791018495 15.343450984924006, -61.35420450189999 15.343502469138974, -61.35415711393237 15.343592717850855, -61.35410814169106 15.343664499643461, -61.35405230670346 15.343729519797549, -61.35403302674035 15.343762932474865, -61.353939157578296 15.34382767195062, -61.353859487069336 15.343845539253678, -61.3537276231313 15.343904965006795, -61.35368259481107 15.34391469916904, -61.35363058544606 15.343932770530634))",Unknown Line Type,Secondary_road
roadsnew_lines.1042,"MULTILINESTRING ((-61.35363058544606 15.343932770530634, -61.35355082283505 15.343962381262369, -61.35348656702654 15.343998817408183, -61.35335673420639 15.3440196697504, -61.353214799593744 15.344040432674209, -61.353116256576484 15.3440397051651, -61.35292780152631 15.34403999149121, -61.35272247924493 15.343986465233884, -61.352577271188856 15.343983715134726, -61.352473397019004 15.344001403173857, -61.35228639453025 15.344036932344162, -61.352165205760805 15.344057847828923, -61.35207520161677 15.344070604899386, -61.3519938415865 15.344083425794746, -61.3518935171343 15.34408939556303, -61.351767497268874 15.344064976012952, -61.35169142902108 15.344064413936515, -61.351632609518816 15.344069012530175, -61.35157353987278 15.34410548641396, -61.35141347423013 15.344233489852332, -61.35134911268834 15.344283346516233, -61.35117902938012 15.344365976613723, -61.35112517239565 15.3443991334042, -61.35099667294929 15.344470326517568, -61.350920209454635 15.344520093575795, -61.35085246909081 15.344559858630552, -61.35076920877314 15.34459447568078, -61.35067075782923 15.34458200353808, -61.35061617307517 15.344487646251626, -61.35055295741349 15.344391547390053, -61.35052431829986 15.344295704197949, -61.350504296979324 15.344203280217965, -61.35046570654288 15.344053675621563, -61.35044715059636 15.343994817358356, -61.350438967588424 15.34393603580074, -61.35048934054682 15.343906208899396, -61.35052408823268 15.343884655166972, -61.35056796742624 15.343801092411077, -61.3506082440416 15.343735958192857, -61.35062933237125 15.34369249276621, -61.350655699356146 15.343637322155182, -61.35068895525769 15.343585557962058, -61.35070665177498 15.343533678725041, -61.35073666075392 15.343455046604655, -61.35076987708954 15.343408315335122, -61.350808279861475 15.343361622402147, -61.350844861605296 15.34332666021022, -61.350889995229444 15.343303505443382, -61.35093168438079 15.343278647459133, -61.351039252915044 15.343230788020705, -61.351129546412295 15.343181123094604, -61.35122683413607 15.343121443352846, -61.351329597914074 15.343024893645353, -61.35133657900543 15.343016556513927, -61.351387135945835 15.342963242305443, -61.3514723876282 15.342895084765853, -61.351522944504886 15.342841770519726, -61.3515960944036 15.342773523497463, -61.351637967664914 15.34272517829031, -61.35166932323533 15.342695210558295, -61.351792569096936 15.342632366838759))",Unknown Line Type,Tertiary_road
roadsnew_lines.1043,"MULTILINESTRING ((-61.351792569096936 15.342632366838759, -61.351858540355316 15.342597621585032))",Unknown Line Type,Tertiary_road
roadsnew_lines.1044,"MULTILINESTRING ((-61.35585263465019 15.343175717448139, -61.355831507407544 15.34322429486085, -61.35580519430542 15.343272755619555, -61.355746086112866 15.343314263658778, -61.355707789413714 15.34334753634121, -61.355660848594496 15.343380745298678, -61.35561211327623 15.343422329756855, -61.35552684303902 15.343517519227097, -61.35546488346066 15.34357969838338, -61.355412813366335 15.343654626745161, -61.35533113666554 15.343781533405862, -61.35528906691302 15.343855044128187, -61.35524208917802 15.34396654759851, -61.355188108503214 15.344089184400616, -61.35515492624296 15.344205263556862, -61.355114723525496 15.344334712914868, -61.355100384910344 15.344399480084254, -61.35510672217793 15.344473347705827, -61.355049059473394 15.34447739647896, -61.354989126697376 15.344476954502879, -61.354924496116595 15.344487662847039, -61.35488270636956 15.344525383584761, -61.354850049439776 15.34457435665279, -61.3547944990948 15.344603027895996, -61.35473444364466 15.344618243917266, -61.35463071378816 15.344617478795385, -61.354545459845134 15.344612375925426, -61.35449937521501 15.344609798971508, -61.354439565085734 15.344593698777125, -61.35443495487098 15.34459366476669, -61.35437973744258 15.344579835434219))",Unknown Line Type,Tertiary_road
roadsnew_lines.1045,"MULTILINESTRING ((-61.359425082838946 15.335931309980804, -61.359246671879966 15.335906029806667, -61.35902587920921 15.335841770403107, -61.3589371244982 15.335793395079182, -61.358755936315575 15.335774166678043, -61.35860261799327 15.335728299088634, -61.35847116262233 15.335637852177356, -61.358351744520526 15.335580303095698, -61.358201639587065 15.335516562876997, -61.35803586511496 15.335491481969985))",Unknown Line Type,Tertiary_road
roadsnew_lines.1046,"MULTILINESTRING ((-61.35803586511496 15.335491481969985, -61.35790068436882 15.335484522053147))",Unknown Line Type,Tertiary_road
roadsnew_lines.1047,"MULTILINESTRING ((-61.359216931968376 15.31573777509439, -61.359122270582034 15.315733973964523, -61.359044454270325 15.31573717743864, -61.358983344623226 15.315759378320646, -61.35890125632559 15.315811624679172, -61.3588762411643 15.315860515257974, -61.358849801991326 15.315925753476265, -61.35884017739619 15.315996148456888, -61.35883978492885 15.316046478197858, -61.358831535265224 15.31610681675103, -61.35880513528798 15.31616702198429, -61.358763266194416 15.316215788744836, -61.3586861475837 15.31629575444662, -61.35862976232745 15.316377130743271, -61.3585591651205 15.316452111036073, -61.358523591708746 15.316524831983605, -61.35845796430813 15.316627531684507, -61.35834157884358 15.316755024718832, -61.35827549159855 15.31683920573698))",Unknown Line Type,Tertiary_road
