FID,the_geom,LAYER,BUILDING_M,BUILDING_U,BUILDING_A
building_map_dom_points.262,POINT (-61.41186080004083 15.617010168832373),Unknown Point Feature,B__262,Unknown,?
building_map_dom_points.263,POINT (-61.4112700696274 15.616867610073642),Unknown Point Feature,B__263,Unknown,?
building_map_dom_points.264,POINT (-61.411974578865966 15.61681603246498),Unknown Point Feature,B__264,Unknown,?
building_map_dom_points.265,POINT (-61.41206315091256 15.616857478500282),Unknown Point Feature,B__265,Unknown,?
building_map_dom_points.266,POINT (-61.41209617778669 15.61682144585181),Unknown Point Feature,B__266,Unknown,?
building_map_dom_points.267,POINT (-61.412045869444725 15.616671462054931),Unknown Point Feature,B__267,Unknown,?
building_map_dom_points.268,POINT (-61.41234160967281 15.616542116505592),Unknown Point Feature,B__268,Unknown,?
building_map_dom_points.269,POINT (-61.412128733155775 15.616239070220454),Unknown Point Feature,B__269,Unknown,?
building_map_dom_points.270,POINT (-61.410780828426205 15.61691167576149),Unknown Point Feature,B__270,Unknown,?
building_map_dom_points.271,POINT (-61.41032540069687 15.616817700149086),Unknown Point Feature,B__271,Unknown,?
building_map_dom_points.272,POINT (-61.4074918114833 15.618389771793165),Unknown Point Feature,B__272,Unknown,?
building_map_dom_points.273,POINT (-61.416829750126986 15.623932479634151),Unknown Point Feature,B__273,Unknown,?
building_map_dom_points.274,POINT (-61.41615719339907 15.623780273981103),Unknown Point Feature,B__274,Unknown,?
building_map_dom_points.275,POINT (-61.41623251797179 15.623719609311804),Unknown Point Feature,B__275,Unknown,?
building_map_dom_points.276,POINT (-61.41605315863821 15.624228383535307),Unknown Point Feature,B__276,Unknown,?
building_map_dom_points.277,POINT (-61.415964251587134 15.624230008834111),Unknown Point Feature,B__277,Unknown,?
building_map_dom_points.278,POINT (-61.41590329298617 15.62424770462421),Unknown Point Feature,B__278,Unknown,?
building_map_dom_points.279,POINT (-61.41548850509616 15.6243421901103),Unknown Point Feature,B__279,Unknown,?
building_map_dom_points.280,POINT (-61.41559865668396 15.624315781699362),Unknown Point Feature,B__280,Unknown,?
building_map_dom_points.281,POINT (-61.414780999954665 15.624171592129366),Unknown Point Feature,B__281,Unknown,?
building_map_dom_points.282,POINT (-61.41456802825764 15.624183655569723),Unknown Point Feature,B__282,Unknown,?
building_map_dom_points.283,POINT (-61.41452092787824 15.623920346799128),Unknown Point Feature,B__283,Unknown,?
building_map_dom_points.284,POINT (-61.41388292385417 15.62444620776224),Unknown Point Feature,B__284,Unknown,?
building_map_dom_points.285,POINT (-61.41316821110173 15.624604263022215),Unknown Point Feature,B__285,Unknown,?
building_map_dom_points.286,POINT (-61.413165610518696 15.624942022534821),Unknown Point Feature,B__286,Unknown,?
building_map_dom_points.287,POINT (-61.4132227986399 15.624806417915817),Unknown Point Feature,B__287,Unknown,?
building_map_dom_points.288,POINT (-61.41305460286083 15.624775731158609),Unknown Point Feature,B__288,Unknown,?
building_map_dom_points.289,POINT (-61.41298406018565 15.624822827386806),Unknown Point Feature,B__289,Unknown,?
building_map_dom_points.290,POINT (-61.41298987320143 15.624675516476673),Unknown Point Feature,B__290,Unknown,?
building_map_dom_points.291,POINT (-61.412923031329036 15.624545815916736),Unknown Point Feature,B__291,Unknown,?
building_map_dom_points.292,POINT (-61.41266357179544 15.624822776548598),Unknown Point Feature,B__292,Unknown,?
building_map_dom_points.293,POINT (-61.412773828615656 15.624782768563213),Unknown Point Feature,B__293,Unknown,?
building_map_dom_points.294,POINT (-61.41244408615291 15.625680369727982),Unknown Point Feature,B__294,Unknown,?
building_map_dom_points.295,POINT (-61.41246386505871 15.625542227779285),Unknown Point Feature,B__295,Unknown,?
building_map_dom_points.296,POINT (-61.41235862043976 15.624627878409042),Unknown Point Feature,B__296,Unknown,?
building_map_dom_points.297,POINT (-61.41237387726666 15.624773074719798),Unknown Point Feature,B__297,Unknown,?
building_map_dom_points.298,POINT (-61.41250939489523 15.624186910319096),Unknown Point Feature,B__298,Unknown,?
building_map_dom_points.299,POINT (-61.412775207950084 15.62399614054984),Unknown Point Feature,B__299,Unknown,?
building_map_dom_points.300,POINT (-61.4126867199102 15.624247134061989),Unknown Point Feature,B__300,Unknown,?
building_map_dom_points.301,POINT (-61.41229373558457 15.6239405177591),Unknown Point Feature,B__301,Unknown,?
building_map_dom_points.302,POINT (-61.4121493168381 15.623860129091698),Unknown Point Feature,B__302,Unknown,?
building_map_dom_points.303,POINT (-61.41208067689829 15.623963913000333),Unknown Point Feature,B__303,Unknown,?
building_map_dom_points.304,POINT (-61.41183073257766 15.62391676512708),Unknown Point Feature,B__304,Unknown,?
building_map_dom_points.305,POINT (-61.411898219829766 15.623962592822396),Unknown Point Feature,B__305,Unknown,?
building_map_dom_points.306,POINT (-61.41143748620759 15.623947923649022),Unknown Point Feature,B__306,Unknown,?
building_map_dom_points.307,POINT (-61.41198600883026 15.624106047001609),Unknown Point Feature,B__307,Unknown,?
building_map_dom_points.308,POINT (-61.41197494038093 15.624328129733655),Unknown Point Feature,B__308,Unknown,?
building_map_dom_points.309,POINT (-61.41196483253969 15.624425536198148),Unknown Point Feature,B__309,Unknown,?
building_map_dom_points.310,POINT (-61.41187135048709 15.62471729854749),Unknown Point Feature,B__310,Unknown,?
building_map_dom_points.311,POINT (-61.41175398862153 15.624768589484496),Unknown Point Feature,B__311,Unknown,?
building_map_dom_points.312,POINT (-61.41167805101596 15.624908591876933),Unknown Point Feature,B__312,Unknown,?
building_map_dom_points.313,POINT (-61.41165855122057 15.62501046426867),Unknown Point Feature,B__313,Unknown,?
building_map_dom_points.314,POINT (-61.41167129363962 15.625178312056361),Unknown Point Feature,B__314,Unknown,?
building_map_dom_points.315,POINT (-61.41143892808468 15.624974870133439),Unknown Point Feature,B__315,Unknown,?
building_map_dom_points.316,POINT (-61.41107197019194 15.624933675176353),Unknown Point Feature,B__316,Unknown,?
building_map_dom_points.317,POINT (-61.411585007008725 15.624839909452039),Unknown Point Feature,B__317,Unknown,?
building_map_dom_points.318,POINT (-61.41141058024422 15.624707162842672),Unknown Point Feature,B__318,Unknown,?
building_map_dom_points.319,POINT (-61.41165253122388 15.624577429976698),Unknown Point Feature,B__319,Unknown,?
building_map_dom_points.320,POINT (-61.411452286077214 15.624455831391337),Unknown Point Feature,B__320,Unknown,?
building_map_dom_points.321,POINT (-61.41150076476749 15.624236286478656),Unknown Point Feature,B__321,Unknown,?
building_map_dom_points.322,POINT (-61.41159054518834 15.624121320954854),Unknown Point Feature,B__322,Unknown,?
building_map_dom_points.323,POINT (-61.4117378096379 15.62413598852682),Unknown Point Feature,B__323,Unknown,?
building_map_dom_points.324,POINT (-61.411490239366024 15.624084323501002),Unknown Point Feature,B__324,Unknown,?
building_map_dom_points.325,POINT (-61.41136833919388 15.624117445673273),Unknown Point Feature,B__325,Unknown,?
building_map_dom_points.326,POINT (-61.41129573680722 15.624128254967179),Unknown Point Feature,B__326,Unknown,?
building_map_dom_points.327,POINT (-61.41097097601385 15.62377225705617),Unknown Point Feature,B__327,Unknown,?
building_map_dom_points.328,POINT (-61.410988920570986 15.623872133510503),Unknown Point Feature,B__328,Unknown,?
building_map_dom_points.329,POINT (-61.410468623747995 15.623997582976902),Unknown Point Feature,B__329,Unknown,?
building_map_dom_points.330,POINT (-61.41050542146671 15.624079460264252),Unknown Point Feature,B__330,Unknown,?
building_map_dom_points.331,POINT (-61.41028004091965 15.623880601818637),Unknown Point Feature,B__331,Unknown,?
building_map_dom_points.332,POINT (-61.410448462628764 15.623881821685034),Unknown Point Feature,B__332,Unknown,?
building_map_dom_points.333,POINT (-61.41022526416591 15.623703381700683),Unknown Point Feature,B__333,Unknown,?
building_map_dom_points.334,POINT (-61.41053600911868 15.623753238649966),Unknown Point Feature,B__334,Unknown,?
building_map_dom_points.335,POINT (-61.41034196132985 15.62373823145565),Unknown Point Feature,B__335,Unknown,?
building_map_dom_points.336,POINT (-61.40979265430791 15.623682111945358),Unknown Point Feature,B__336,Unknown,?
building_map_dom_points.337,POINT (-61.40986658141065 15.623802796747299),Unknown Point Feature,B__337,Unknown,?
building_map_dom_points.338,POINT (-61.40972151672076 15.6238062796128),Unknown Point Feature,B__338,Unknown,?
building_map_dom_points.339,POINT (-61.41024853736027 15.623415645591415),Unknown Point Feature,B__339,Unknown,?
building_map_dom_points.340,POINT (-61.41007928064459 15.623219460485698),Unknown Point Feature,B__340,Unknown,?
building_map_dom_points.341,POINT (-61.40980299478977 15.623251463395542),Unknown Point Feature,B__341,Unknown,?
building_map_dom_points.342,POINT (-61.40975937231286 15.62314459995115),Unknown Point Feature,B__342,Unknown,?
building_map_dom_points.343,POINT (-61.40966636474451 15.6230713831579),Unknown Point Feature,B__343,Unknown,?
building_map_dom_points.344,POINT (-61.41006671435108 15.62302894431578),Unknown Point Feature,B__344,Unknown,?
building_map_dom_points.345,POINT (-61.41029202745496 15.622933096806284),Unknown Point Feature,B__345,Unknown,?
building_map_dom_points.346,POINT (-61.41026889790838 15.62289892478819),Unknown Point Feature,B__346,Unknown,?
building_map_dom_points.347,POINT (-61.41033914321404 15.622890365695477),Unknown Point Feature,B__347,Unknown,?
building_map_dom_points.348,POINT (-61.410570354883426 15.622939646450217),Unknown Point Feature,B__348,Unknown,?
building_map_dom_points.349,POINT (-61.41067340115608 15.622924523879687),Unknown Point Feature,B__349,Unknown,?
building_map_dom_points.350,POINT (-61.41119625924366 15.623073395226394),Unknown Point Feature,B__350,Unknown,?
building_map_dom_points.351,POINT (-61.41143319611898 15.62329047212405),Unknown Point Feature,B__351,Unknown,?
building_map_dom_points.352,POINT (-61.411148147586225 15.623245336439942),Unknown Point Feature,B__352,Unknown,?
building_map_dom_points.353,POINT (-61.41102464266707 15.623183234237258),Unknown Point Feature,B__353,Unknown,?
building_map_dom_points.354,POINT (-61.41118974616696 15.6233113796144),Unknown Point Feature,B__354,Unknown,?
building_map_dom_points.355,POINT (-61.4112343129919 15.623295833456783),Unknown Point Feature,B__355,Unknown,?
building_map_dom_points.356,POINT (-61.412006709275104 15.622836191088709),Unknown Point Feature,B__356,Unknown,?
building_map_dom_points.357,POINT (-61.412222105964126 15.622812812730986),Unknown Point Feature,B__357,Unknown,?
building_map_dom_points.358,POINT (-61.41233393265436 15.622872562830244),Unknown Point Feature,B__358,Unknown,?
building_map_dom_points.359,POINT (-61.412424340123685 15.622979764282906),Unknown Point Feature,B__359,Unknown,?
building_map_dom_points.360,POINT (-61.41246064964813 15.62312511287906),Unknown Point Feature,B__360,Unknown,?
building_map_dom_points.361,POINT (-61.41241793323554 15.623204147790403),Unknown Point Feature,B__361,Unknown,?
building_map_dom_points.362,POINT (-61.412537214218695 15.623207277519596),Unknown Point Feature,B__362,Unknown,?
building_map_dom_points.363,POINT (-61.4126455323721 15.623418888986812),Unknown Point Feature,B__363,Unknown,?
building_map_dom_points.364,POINT (-61.41216676645095 15.623619452975824),Unknown Point Feature,B__364,Unknown,?
building_map_dom_points.365,POINT (-61.4145889333995 15.626576593198726),Unknown Point Feature,B__365,Unknown,?
building_map_dom_points.366,POINT (-61.4146988441555 15.626606999544373),Unknown Point Feature,B__366,Unknown,?
building_map_dom_points.367,POINT (-61.414626206640015 15.626698287045283),Unknown Point Feature,B__367,Unknown,?
building_map_dom_points.368,POINT (-61.41468010973505 15.626761584877606),Unknown Point Feature,B__368,Unknown,?
building_map_dom_points.369,POINT (-61.41476602405103 15.626769006453493),Unknown Point Feature,B__369,Unknown,?
building_map_dom_points.370,POINT (-61.414845286877764 15.626728773582771),Unknown Point Feature,B__370,Unknown,?
building_map_dom_points.371,POINT (-61.41490872065786 15.62669352702415),Unknown Point Feature,B__371,Unknown,?
building_map_dom_points.372,POINT (-61.414789681629124 15.626658662581884),Unknown Point Feature,B__372,Unknown,?
building_map_dom_points.373,POINT (-61.41473343738225 15.62689968854026),Unknown Point Feature,B__373,Unknown,?
building_map_dom_points.374,POINT (-61.414657173200396 15.627006251885936),Unknown Point Feature,B__374,Unknown,?
building_map_dom_points.375,POINT (-61.41474443476027 15.626838559807306),Unknown Point Feature,B__375,Unknown,?
building_map_dom_points.376,POINT (-61.4151181266211 15.626841259109428),Unknown Point Feature,B__376,Unknown,?
building_map_dom_points.377,POINT (-61.41505559509505 15.626759196548944),Unknown Point Feature,B__377,Unknown,?
building_map_dom_points.378,POINT (-61.41506414708838 15.627015992664516),Unknown Point Feature,B__378,Unknown,?
building_map_dom_points.379,POINT (-61.414927326183054 15.626783773469672),Unknown Point Feature,B__379,Unknown,?
building_map_dom_points.380,POINT (-61.414770838852455 15.626371188047358),Unknown Point Feature,B__380,Unknown,?
building_map_dom_points.381,POINT (-61.41497305458838 15.626313140773439),Unknown Point Feature,B__381,Unknown,?
building_map_dom_points.382,POINT (-61.41502831763097 15.626199624683062),Unknown Point Feature,B__382,Unknown,?
building_map_dom_points.383,POINT (-61.4151363069437 15.626302418279488),Unknown Point Feature,B__383,Unknown,?
building_map_dom_points.384,POINT (-61.41545404992836 15.626051378897975),Unknown Point Feature,B__384,Unknown,?
building_map_dom_points.385,POINT (-61.415530501890856 15.62637667444246),Unknown Point Feature,B__385,Unknown,?
building_map_dom_points.386,POINT (-61.415624299350355 15.626499768089207),Unknown Point Feature,B__386,Unknown,?
building_map_dom_points.387,POINT (-61.41538931430502 15.62671230005738),Unknown Point Feature,B__387,Unknown,?
building_map_dom_points.388,POINT (-61.41560470289704 15.626766562378629),Unknown Point Feature,B__388,Unknown,?
building_map_dom_points.389,POINT (-61.415845398518506 15.626724094196865),Unknown Point Feature,B__389,Unknown,?
building_map_dom_points.390,POINT (-61.41580119512601 15.62654015045658),Unknown Point Feature,B__390,Unknown,?
building_map_dom_points.391,POINT (-61.41586304419172 15.626482789196722),Unknown Point Feature,B__391,Unknown,?
building_map_dom_points.392,POINT (-61.415740992905235 15.626383294857474),Unknown Point Feature,B__392,Unknown,?
building_map_dom_points.393,POINT (-61.415945841703866 15.626439180959574),Unknown Point Feature,B__393,Unknown,?
building_map_dom_points.394,POINT (-61.41602363728674 15.626361532018986),Unknown Point Feature,B__394,Unknown,?
building_map_dom_points.395,POINT (-61.415965672875025 15.626141784178436),Unknown Point Feature,B__395,Unknown,?
building_map_dom_points.396,POINT (-61.41585776159894 15.626028790155473),Unknown Point Feature,B__396,Unknown,?
building_map_dom_points.397,POINT (-61.41577853842603 15.626063923036693),Unknown Point Feature,B__397,Unknown,?
building_map_dom_points.398,POINT (-61.41577962321217 15.625922811935922),Unknown Point Feature,B__398,Unknown,?
building_map_dom_points.399,POINT (-61.415688106095665 15.625959556263567),Unknown Point Feature,B__399,Unknown,?
building_map_dom_points.400,POINT (-61.416269984020005 15.626040266651849),Unknown Point Feature,B__400,Unknown,?
