title,avg_enjoyment,goodreads_rating,category,read_year,link
"Bangkok Tattoo (Sonchai Jitpleecheep, #2)",3,3.79,General Reading,2012,https://www.goodreads.com/review/show/372241953?utm_medium=api&utm_source=rss
"Bangkok 8 (Sonchai Jitpleecheep, #1)",3,3.74,General Reading,2012,https://www.goodreads.com/review/show/372241910?utm_medium=api&utm_source=rss
The Art of Doing Science and Engineering: Learning to Learn,2,4.15,General Reading,2012,https://www.goodreads.com/review/show/372239463?utm_medium=api&utm_source=rss
A Journal of the Plague Year,4,3.52,General Reading,2012,https://www.goodreads.com/review/show/372238878?utm_medium=api&utm_source=rss
"This Way for the Gas, Ladies and Gentlemen",4,4.18,General Reading,2012,https://www.goodreads.com/review/show/372228557?utm_medium=api&utm_source=rss
The Captive Mind,3,4.27,General Reading,2012,https://www.goodreads.com/review/show/372226283?utm_medium=api&utm_source=rss
Opening the Xbox: Inside Microsoft's Plan to Unleash an Entertainment Revolution,3,4.08,General Reading,2012,https://www.goodreads.com/review/show/372225147?utm_medium=api&utm_source=rss
Terror and Liberalism,4,3.9,General Reading,2012,https://www.goodreads.com/review/show/372221099?utm_medium=api&utm_source=rss
The Guinea Pig Diaries: My Life as an Experiment,4,3.68,General Reading,2012,https://www.goodreads.com/review/show/372220588?utm_medium=api&utm_source=rss
The Know-It-All,3,3.76,General Reading,2012,https://www.goodreads.com/review/show/372220549?utm_medium=api&utm_source=rss
The Year of Living Biblically: One Man's Humble Quest to Follow the Bible as Literally as Possible,2,3.76,General Reading,2012,https://www.goodreads.com/review/show/372220528?utm_medium=api&utm_source=rss
Secrets of the Samurai: A Survey of the Martial Arts of Feudal Japan,3,3.97,General Reading,2012,https://www.goodreads.com/review/show/372218201?utm_medium=api&utm_source=rss
The New Hacker's Dictionary,4,4.13,General Reading,2012,https://www.goodreads.com/review/show/372217037?utm_medium=api&utm_source=rss
S/Z: An Essay,2,4.01,General Reading,2012,https://www.goodreads.com/review/show/372214513?utm_medium=api&utm_source=rss
Get Your War On,2,4.31,General Reading,2012,https://www.goodreads.com/review/show/372214037?utm_medium=api&utm_source=rss
The Elements of Style,2,4.15,General Reading,2012,https://www.goodreads.com/review/show/372189529?utm_medium=api&utm_source=rss
The Importance of Being Earnest,3,4.17,General Reading,2012,https://www.goodreads.com/review/show/372188108?utm_medium=api&utm_source=rss
The Rime of the Ancient Mariner,4,3.95,General Reading,2012,https://www.goodreads.com/review/show/372186815?utm_medium=api&utm_source=rss
"Going Postal (Discworld, #33; Moist von Lipwig, #1)",3,4.4,General Reading,2012,https://www.goodreads.com/review/show/372186602?utm_medium=api&utm_source=rss
The Story Of Hassan Of Baghdad And How He Came To Make The Golden Journey To Samarkand,4,3.86,General Reading,2012,https://www.goodreads.com/review/show/372185775?utm_medium=api&utm_source=rss
Shadows of the Mind: A Search for the Missing Science of Consciousness,2,3.97,General Reading,2012,https://www.goodreads.com/review/show/372184494?utm_medium=api&utm_source=rss
"The Stainless Steel Rat Saves the World (Stainless Steel Rat, #6)",2,3.95,General Reading,2012,https://www.goodreads.com/review/show/372157324?utm_medium=api&utm_source=rss
Rogue Moon,3,3.53,General Reading,2012,https://www.goodreads.com/review/show/372157088?utm_medium=api&utm_source=rss
"The Hand of Oberon (The Chronicles of Amber, #4)",3,4.21,General Reading,2012,https://www.goodreads.com/review/show/372155511?utm_medium=api&utm_source=rss
"Sign of the Unicorn (The Chronicles of Amber, #3)",3,4.14,General Reading,2012,https://www.goodreads.com/review/show/372155457?utm_medium=api&utm_source=rss
"The Guns of Avalon (The Chronicles of Amber, #2)",3,4.15,General Reading,2012,https://www.goodreads.com/review/show/372155400?utm_medium=api&utm_source=rss
"Nine Princes in Amber (The Chronicles of Amber, #1)",4,4.06,General Reading,2012,https://www.goodreads.com/review/show/372155353?utm_medium=api&utm_source=rss
Joel on Software,3,4.22,General Reading,2012,https://www.goodreads.com/review/show/372154917?utm_medium=api&utm_source=rss
Miyamoto Musashi: His Life and Writings,4,4.41,General Reading,2012,https://www.goodreads.com/review/show/372154842?utm_medium=api&utm_source=rss
The Day of the Jackal,2,4.27,General Reading,2012,https://www.goodreads.com/review/show/372117958?utm_medium=api&utm_source=rss
Manufacturing Consent: The Political Economy of the Mass Media,3,4.24,General Reading,2012,https://www.goodreads.com/review/show/372117577?utm_medium=api&utm_source=rss
The Questions Of King Milinda - Part I,4,3.87,General Reading,2012,https://www.goodreads.com/review/show/371663004?utm_medium=api&utm_source=rss
"The Eyre Affair (Thursday Next, #1)",3,3.89,General Reading,2012,https://www.goodreads.com/review/show/371660558?utm_medium=api&utm_source=rss
"Encyclopedia Brown Gets His Man (Encyclopedia Brown, #4)",3,4.03,General Reading,2012,https://www.goodreads.com/review/show/371660406?utm_medium=api&utm_source=rss
"Encyclopedia Brown Finds the Clues (Encyclopedia Brown, #3)",3,4.02,General Reading,2012,https://www.goodreads.com/review/show/371660379?utm_medium=api&utm_source=rss
"Encyclopedia Brown and the Case of the Secret Pitch (Encyclopedia Brown, #2)",4,4.03,General Reading,2012,https://www.goodreads.com/review/show/371660307?utm_medium=api&utm_source=rss
"Encyclopedia Brown, Boy Detective (Encyclopedia Brown, #1)",4,4.04,General Reading,2012,https://www.goodreads.com/review/show/371660272?utm_medium=api&utm_source=rss
"The Secret Warning (The Hardy Boys, #17)",1,3.82,General Reading,2012,https://www.goodreads.com/review/show/371659199?utm_medium=api&utm_source=rss
Nonzero: The Logic of Human Destiny (Vintage),4,4.0,General Reading,2012,https://www.goodreads.com/review/show/371652568?utm_medium=api&utm_source=rss
"The World, the Flesh & the Devil: An Enquiry into the Future of the Three Enemies of the Rational Soul",4,3.71,General Reading,2012,https://www.goodreads.com/review/show/371650517?utm_medium=api&utm_source=rss
"Deep Trouble (Goosebumps, #19)",3,3.56,General Reading,2012,https://www.goodreads.com/review/show/371648151?utm_medium=api&utm_source=rss
"How I Got My Shrunken Head (Goosebumps, #39)",3,3.56,General Reading,2012,https://www.goodreads.com/review/show/371648106?utm_medium=api&utm_source=rss
"Night of the Living Dummy II (Goosebumps, #31)",2,3.74,General Reading,2012,https://www.goodreads.com/review/show/371648058?utm_medium=api&utm_source=rss
"Ghost Beach  (Goosebumps, #22)",3,3.76,General Reading,2012,https://www.goodreads.com/review/show/371648022?utm_medium=api&utm_source=rss
"The Scarecrow Walks at Midnight (Goosebumps, #20)",1,3.72,General Reading,2012,https://www.goodreads.com/review/show/371647712?utm_medium=api&utm_source=rss
"Let's Get Invisible! (Goosebumps, #6)",1,3.58,General Reading,2012,https://www.goodreads.com/review/show/371647698?utm_medium=api&utm_source=rss
"Be Careful What You Wish For... (Goosebumps, #12)",3,3.68,General Reading,2012,https://www.goodreads.com/review/show/371647648?utm_medium=api&utm_source=rss
"The Curse of the Mummy's Tomb (Goosebumps, #5)",1,3.68,General Reading,2012,https://www.goodreads.com/review/show/371647611?utm_medium=api&utm_source=rss
"The Werewolf of Fever Swamp (Goosebumps, #14)",1,3.85,General Reading,2012,https://www.goodreads.com/review/show/371647591?utm_medium=api&utm_source=rss
"Welcome to Camp Nightmare  (Goosebumps, #9)",3,3.8,General Reading,2012,https://www.goodreads.com/review/show/371647570?utm_medium=api&utm_source=rss
"One Day at Horrorland (Goosebumps, #16)",2,3.93,General Reading,2012,https://www.goodreads.com/review/show/371647534?utm_medium=api&utm_source=rss
"Stay Out of the Basement  (Goosebumps, #2)",1,3.72,General Reading,2012,https://www.goodreads.com/review/show/371647512?utm_medium=api&utm_source=rss
"The Haunted Mask (Goosebumps, #11)",2,3.89,General Reading,2012,https://www.goodreads.com/review/show/371647478?utm_medium=api&utm_source=rss
"Say Cheese and Die! (Goosebumps, #4)",4,3.81,General Reading,2012,https://www.goodreads.com/review/show/371647407?utm_medium=api&utm_source=rss
"Night of the Living Dummy (Goosebumps, #7)",4,3.86,General Reading,2012,https://www.goodreads.com/review/show/371647268?utm_medium=api&utm_source=rss
"Blue Wizard Is About to Die: Prose, Poems, and Emoto-Versatronic Expressionist Pieces About Video Games 1980-2003",3,3.35,General Reading,2012,https://www.goodreads.com/review/show/371631952?utm_medium=api&utm_source=rss
Masters of Doom: How Two Guys Created an Empire and Transformed Pop Culture,4,4.28,General Reading,2012,https://www.goodreads.com/review/show/371630497?utm_medium=api&utm_source=rss
Fashionable Nonsense: Postmodern Intellectuals' Abuse of Science,4,3.87,General Reading,2012,https://www.goodreads.com/review/show/371605383?utm_medium=api&utm_source=rss
The Red Castle,4,4.0,General Reading,2012,https://www.goodreads.com/review/show/371481023?utm_medium=api&utm_source=rss
Me Talk Pretty One Day,3,4.01,General Reading,2012,https://www.goodreads.com/review/show/371480055?utm_medium=api&utm_source=rss
Extremely Loud & Incredibly Close,3,3.98,General Reading,2012,https://www.goodreads.com/review/show/371478882?utm_medium=api&utm_source=rss
Stuart Little,4,3.9,General Reading,2012,https://www.goodreads.com/review/show/371478620?utm_medium=api&utm_source=rss
"Serpent Mage (The Death Gate Cycle, #4)",2,4.09,General Reading,2012,https://www.goodreads.com/review/show/371478379?utm_medium=api&utm_source=rss
"Fire Sea (The Death Gate Cycle, #3)",3,4.08,General Reading,2012,https://www.goodreads.com/review/show/371478002?utm_medium=api&utm_source=rss
"Elven Star (The Death Gate Cycle, #2)",2,3.99,General Reading,2012,https://www.goodreads.com/review/show/371477966?utm_medium=api&utm_source=rss
"Dragon Wing (The Death Gate Cycle, #1)",3,3.97,General Reading,2012,https://www.goodreads.com/review/show/371477954?utm_medium=api&utm_source=rss
The Alien IQ Test,2,3.57,General Reading,2012,https://www.goodreads.com/review/show/371391179?utm_medium=api&utm_source=rss
Surfing through Hyperspace: Understanding Higher Universes in Six Easy Lessons,3,3.67,General Reading,2012,https://www.goodreads.com/review/show/371391101?utm_medium=api&utm_source=rss
Sushi Never Sleeps,3,3.3,General Reading,2012,https://www.goodreads.com/review/show/371391018?utm_medium=api&utm_source=rss
"The Simpsons and Philosophy: The D'oh! of Homer (Popular Culture and Philosophy, 2)",4,3.51,General Reading,2012,https://www.goodreads.com/review/show/371381446?utm_medium=api&utm_source=rss
"Bloodtaking and Peacemaking: Feud, Law, and Society in Saga Iceland",4,4.23,General Reading,2012,https://www.goodreads.com/review/show/371381072?utm_medium=api&utm_source=rss
E-Prime,3,4.0,General Reading,2012,https://www.goodreads.com/review/show/371380212?utm_medium=api&utm_source=rss
To Be or Not: An E-Prime Anthology,2,3.85,General Reading,2012,https://www.goodreads.com/review/show/371380187?utm_medium=api&utm_source=rss
The Empire of the Steppes: A History of Central Asia,4,4.07,General Reading,2012,https://www.goodreads.com/review/show/371342300?utm_medium=api&utm_source=rss
The Old Man and the Sea,3,3.82,General Reading,2012,https://www.goodreads.com/review/show/371320789?utm_medium=api&utm_source=rss
The Man in the Iron Mask (Le vicomte de Bragelonne #4/4),4,4.0,General Reading,2012,https://www.goodreads.com/review/show/371320792?utm_medium=api&utm_source=rss
Japanese Court Poetry (Stanford Studies in the Civilizatons of Eastern Asia),4,4.29,General Reading,2012,https://www.goodreads.com/review/show/371034078?utm_medium=api&utm_source=rss
"The Great Wave: Gilded Age Misfits, Japanese Eccentrics, and the Opening of Old Japan",2,3.74,General Reading,2012,https://www.goodreads.com/review/show/371025141?utm_medium=api&utm_source=rss
The Great Wave: Price Revolutions and the Rhythm of History,4,4.12,General Reading,2012,https://www.goodreads.com/review/show/371025087?utm_medium=api&utm_source=rss
Like Froth Floating on the Sea: The World of Pirates and Seafarers in Late Imperial South China (China Research Monograph),3,3.68,General Reading,2012,https://www.goodreads.com/review/show/371024036?utm_medium=api&utm_source=rss
Once and Forever: The Tales of Kenji Miyazawa,4,3.98,General Reading,2012,https://www.goodreads.com/review/show/371022385?utm_medium=api&utm_source=rss
War Against the Weak: Eugenics and America's Campaign to Create a Master Race,4,4.18,General Reading,2012,https://www.goodreads.com/review/show/371016093?utm_medium=api&utm_source=rss
The Politics of Heroin: CIA Complicity in the Global Drug Trade,5,4.39,General Reading,2012,https://www.goodreads.com/review/show/371006279?utm_medium=api&utm_source=rss
Neon Genesis Evangelion: The Unofficial Guide (Mysteries and Secrets Revealed!),1,3.04,General Reading,2012,https://www.goodreads.com/review/show/370996611?utm_medium=api&utm_source=rss
Mechademia 3: Limits of the Human,3,3.9,General Reading,2012,https://www.goodreads.com/review/show/370996304?utm_medium=api&utm_source=rss
Mechademia 1: Emerging Worlds of Anime and Manga,3,3.73,General Reading,2012,https://www.goodreads.com/review/show/370996275?utm_medium=api&utm_source=rss
Mechademia 2: Networks of Desire,3,3.81,General Reading,2012,https://www.goodreads.com/review/show/370996173?utm_medium=api&utm_source=rss
The Anime Encyclopedia: A Guide to Japanese Animation since 1917,4,3.89,General Reading,2012,https://www.goodreads.com/review/show/370995452?utm_medium=api&utm_source=rss
Monkey: The Journey to the West,4,4.06,General Reading,2012,https://www.goodreads.com/review/show/370994738?utm_medium=api&utm_source=rss
Indian Philosophy: An Introduction to Hindu and Buddhist Thought,4,3.8,General Reading,2012,https://www.goodreads.com/review/show/370993735?utm_medium=api&utm_source=rss
Philosophy of Mind,4,4.0,General Reading,2012,https://www.goodreads.com/review/show/370993165?utm_medium=api&utm_source=rss
A Presocratics Reader,5,3.86,General Reading,2012,https://www.goodreads.com/review/show/370992810?utm_medium=api&utm_source=rss
"The Medici Bank: Its Organization, Management, Operations, and Decline",4,4.22,General Reading,2012,https://www.goodreads.com/review/show/370992018?utm_medium=api&utm_source=rss
"Conversations with Shotetsu (Shotetsu Monogatari) (Michigan Monograph Series in Japanese Studies, Number 7)",3,3.75,General Reading,2012,https://www.goodreads.com/review/show/370990600?utm_medium=api&utm_source=rss
