title,avg_enjoyment,goodreads_rating,amazon_rating,category
"Jack of Fables, Vol. 7: The New Adventures of Jack and Jack",2,3.42,,General Reading
"Jack of Fables, Vol. 6: The Big Book of War",2,3.52,,General Reading
"Jack of Fables, Vol. 5: Turning Pages",2,3.46,,General Reading
"Jack of Fables, Vol. 4: Americana",2,3.49,,General Reading
"Fables, Vol. 16: Super Team",3,3.82,,General Reading
"Jack of Fables, Vol. 3: The Bad Prince",2,3.53,,General Reading
"Jack of Fables, Vol. 2: Jack of Hearts",2,3.53,,General Reading
"Jack of Fables, Vol. 1: The (Nearly) Great Escape",2,3.6,,General Reading
"Fables, Vol. 13: The Great Fables Crossover",3,3.44,,General Reading
"Fables, Vol. 14: Witches",3,4.13,,General Reading
"Fables, Vol. 15: Rose Red",3,4.23,,General Reading
"Fables, Vol. 12: The Dark Ages",3,4.22,,General Reading
"Fables, Vol. 11: War and Pieces",3,4.25,,General Reading
"Fables, Vol. 9: Sons of Empire",4,4.21,,General Reading
"Fables, Vol. 10: The Good Prince",4,4.37,,General Reading
"Fables, Vol. 7: Arabian Nights (and Days)",4,4.09,,General Reading
"Fables, Vol. 8: Wolves",3,4.26,,General Reading
"Fables, Vol. 5: The Mean Seasons",4,4.19,,General Reading
"Fables, Vol. 3: Storybook Love",3,4.13,,General Reading
"Fables, Vol. 6: Homelands",4,4.29,,General Reading
"Fables, Vol. 2: Animal Farm",4,4.11,,General Reading
"Fables, Vol. 4: March of the Wooden Soldiers",4,4.29,,General Reading
"Fables, Vol. 1: Legends in Exile",4,3.98,,General Reading
History of the Peloponnesian War,3,3.91,,General Reading
"Vitality, Energy, Spirit: A Taoist Sourcebook (Shambhala Dragon Editions)",3,4.15,,General Reading
"Titus Groan (Gormenghast, #1)",4,3.91,,General Reading
"Gormenghast (Gormenghast, #2)",5,4.08,,General Reading
"Titus Alone (Gormenghast, #3)",1,3.45,,General Reading
Kick-Ass,4,4.06,,General Reading
"Angels & Demons (Robert Langdon, #1)",1,3.95,,General Reading
Madame Bovary,2,3.71,,General Reading
The Morning of the Magicians,4,3.93,,General Reading
"The Lost World (Professor Challenger, #1)",4,3.92,,General Reading
Count Belisarius,4,4.06,,General Reading
Breaking Open the Head: A Psychedelic Journey into the Heart of Contemporary Shamanism,3,4.07,,General Reading
"Human Accomplishment: The Pursuit of Excellence in the Arts and Sciences, 800 B.C. to 1950",5,3.98,,General Reading
"The Philosophical Baby: What Children's Minds Tell Us About Truth, Love, and the Meaning of Life",4,3.75,,General Reading
Tomorrow's Eve,3,3.22,,General Reading
"Captain Sir Richard Francis Burton: The Secret Agent Who Made the Pilgrimage to Mecca, Discovered the Kama Sutra and Brought the Arabian Nights to the West",4,4.26,,General Reading
"Twisting the Rope (Black Dragon, #2)",3,3.62,,General Reading
Beowulf,5,3.47,,General Reading
"Little, Big",5,3.81,,General Reading
A Farewell to Alms: A Brief Economic History of the World,5,3.74,,General Reading
The Confessions of Aleister Crowley: An Autohagiography,5,3.98,,General Reading
The Case of the Animals versus Man Before the King of the Jinn: An English Translation of EPISTLE 22,4,4.12,,General Reading
A Colder War (Great Science Fiction Stories),5,4.21,,General Reading
"A Shadow in Summer (Long Price Quartet, #1)",4,3.63,,General Reading
The Advent of the Algorithm: The 300-Year Journey from an Idea to the Computer,3,3.43,,General Reading
History of the Second World War,4,4.21,,General Reading
Queen Victoria's Little Wars,4,4.14,,General Reading
Lucky Wander Boy,4,3.53,,General Reading
Shadow of the Giant (The Shadow #4),3,4.01,,General Reading
"Shadow Puppets (The Shadow Series, #3)",4,3.89,,General Reading
"Shadow of the Hegemon (The Shadow Series, #2)",3,3.96,,General Reading
"Speaker for the Dead (Ender's Saga, #2)",3,4.1,,General Reading
Modern Operating Systems,4,4.15,,General Reading
Against the Day,5,4.02,,General Reading
Mason & Dixon,3,4.14,,General Reading
Vineland,3,3.75,,General Reading
Gravity’s Rainbow,5,4.01,,General Reading
The Crying of Lot 49,4,3.7,,General Reading
"The Professor and the Madman: A Tale of Murder, Insanity and the Making of the Oxford English Dictionary",3,3.84,,General Reading
Lord of the Flies,4,3.7,,General Reading
Gulliver’s Travels,4,3.59,,General Reading
James and the Giant Peach,5,4.04,,General Reading
"The Once and Future King (The Once and Future King, #1-4)",4,4.09,,General Reading
White Fang,4,4.0,,General Reading
The Invisible Man,2,3.63,,General Reading
An American Tragedy,1,3.94,,General Reading
Anna Karenina,3,4.05,,General Reading
Creative Destruction: How Globalization Is Changing the World's Cultures,5,3.64,,General Reading
Macbeth,4,3.9,,General Reading
Nickel and Dimed: On (Not) Getting By in America,4,3.65,,General Reading
Logicomix: An Epic Search for Truth,2,4.05,,General Reading
A Connecticut Yankee in King Arthur's Court,4,3.54,,General Reading
Where the Sidewalk Ends,4,4.35,,General Reading
The Autobiography of Benjamin Franklin,4,3.8,,General Reading
"The Great Stagnation: How America Ate All The Low-Hanging Fruit of Modern History, Got Sick, and Will (Eventually) Feel Better",4,3.74,,General Reading
Waiting for Godot,4,3.85,,General Reading
The Complete Maus,4,4.58,,General Reading
"The Giver (The Giver, #1)",2,4.12,,General Reading
"Behemoth: Seppuku (Rifters, #3B)",3,3.72,,General Reading
"Behemoth: β-Max (Rifters, #3A)",4,3.74,,General Reading
"Maelstrom (Rifters, #2)",4,3.83,,General Reading
"Starfish (Rifters, #1)",4,3.94,,General Reading
The Ego Tunnel: The Science of the Mind and the Myth of the Self,4,4.1,,General Reading
The Brothers Karamazov,4,4.37,,General Reading
The Night Manager,2,3.82,,General Reading
The Tailor of Panama,3,3.52,,General Reading
A Most Wanted Man,2,3.52,,General Reading
"Smiley's People (George Smiley, #7; Karla Trilogy, #3)",3,4.27,,General Reading
"Tinker, Tailor, Soldier, Spy",4,4.04,,General Reading
The Origin of Consciousness in the Breakdown of the Bicameral Mind,5,4.25,,General Reading
Democracy in America,4,4.04,,General Reading
The Terminal Man,2,3.42,,General Reading
Eaters of the Dead,4,3.7,,General Reading
Rising Sun,3,3.66,,General Reading
Airframe,4,3.74,,General Reading
"The Lost World (Jurassic Park, #2)",3,3.86,,General Reading
Prey,1,3.79,,General Reading
Congo,4,3.63,,General Reading
Sphere,4,3.83,,General Reading
"The Andromeda Strain (Andromeda, #1)",3,3.92,,General Reading
Timeline,2,3.87,,General Reading
"Jurassic Park (Jurassic Park, #1)",4,3.9,,General Reading
"The Path of Daggers (The Wheel of Time, #8)",3,3.91,,General Reading
"The Gathering Storm (The Wheel of Time, #12)",3,4.42,,General Reading
"The Ghost Brigades (Old Man's War, #2)",3,4.1,,General Reading
Rationality and the Reflective Mind,5,4.07,,General Reading
Ghostwritten,4,4.06,,General Reading
Number9Dream,5,3.88,,General Reading
Cloud Atlas,4,4.02,,General Reading
The Transparent Society: Will Technology Force Us to Choose Between Privacy and Freedom?,5,3.93,,General Reading
The Practice Effect,1,3.74,,General Reading
"Foundation's Triumph (Second Foundation Trilogy, #3)",3,4.01,,General Reading
Earth,4,3.93,,General Reading
"Brightness Reef (Uplift Storm Trilogy, #1)",3,3.92,,General Reading
"The Eye of the World (The Wheel of Time, #1)",4,4.19,,General Reading
Thus Spoke Zarathustra,3,4.1,,General Reading
The Consolation of Philosophy,5,4.04,,General Reading
On the Genealogy of Morals / Ecce Homo,3,4.17,,General Reading
Anthem,1,3.59,,General Reading
Tao Te Ching,4,4.33,,General Reading
The I Ching or Book of Changes,2,4.2,,General Reading
A Modest Proposal,4,4.04,,General Reading
The Hero With a Thousand Faces,3,4.15,,General Reading
Common Sense,4,3.96,,General Reading
"Startide Rising (The Uplift Saga, #2)",4,4.05,,General Reading
"Sundiver (The Uplift Saga, #1)",3,3.7,,General Reading
"First King of Shannara (The Original Shannara Trilogy, #0)",1,3.97,,General Reading
"The Wizard and the War Machine (War Surplus, #2)",1,3.57,,General Reading
"Sea of Silver Light (Otherland, #4)",2,4.15,,General Reading
"Mountain of Black Glass (Otherland, #3)",2,4.07,,General Reading
"River of Blue Fire (Otherland, #2)",2,4.03,,General Reading
The Clash of Civilizations and the Remaking of World Order,2,3.76,,General Reading
Franz Kafka's The Castle (Dramatization),3,4.1,,General Reading
What Technology Wants,4,3.72,,General Reading
Zen in the Art of Archery,3,3.99,,General Reading
Freedom Evolves,4,3.82,,General Reading
The Wisdom of Crowds,4,3.82,,General Reading
Breaking the Spell: Religion as a Natural Phenomenon,3,3.89,,General Reading
"The Da Vinci Code (Robert Langdon, #2)",2,3.92,,General Reading
Digital Fortress,1,3.71,,General Reading
The Shallows: What the Internet is Doing to Our Brains,2,3.8,,General Reading
Siddhartha,4,3.85,,General Reading
Crime and Punishment,4,4.27,,General Reading
"The Name of the Wind (The Kingkiller Chronicle, #1)",4,4.52,,General Reading
"The Hunger Games (The Hunger Games, #1)",3,4.35,,General Reading
The Door Into Summer,4,4.01,,General Reading
The Cat Who Walks Through Walls,2,3.72,,General Reading
Time Enough for Love,2,3.96,,General Reading
"Forty Thousand in Gehenna (Unionside, #1)",2,3.81,,General Reading
"Perdido Street Station (New Crobuzon, #1)",4,3.98,,General Reading
"Foundation and Empire (Foundation, #2)",4,4.23,,General Reading
Fahrenheit 451,4,3.96,,General Reading
"Darwin's Radio (Darwin's Radio, #1)",4,3.72,,General Reading
"Blue Mars (Mars Trilogy, #3)",4,3.94,,General Reading
Stranger in a Strange Land,4,3.93,,General Reading
Do Androids Dream of Electric Sheep?,3,4.08,,General Reading
The Stars My Destination,5,4.07,,General Reading
"Singularity Sky (Eschaton, #1)",3,3.84,,General Reading
The Dispossessed: An Ambiguous Utopia,1,4.25,,General Reading
Never Let Me Go,4,3.85,,General Reading
"A Canticle for Leibowitz (St. Leibowitz, #1)",5,3.99,,General Reading
The Man in the High Castle,4,3.63,,General Reading
America (The Book): A Citizen's Guide to Democracy Inaction,3,4.0,,General Reading
The Moon Is a Harsh Mistress,4,4.16,,General Reading
"Old Man's War (Old Man's War, #1)",4,4.22,,General Reading
"To Your Scattered Bodies Go (Riverworld, #1)",4,3.94,,General Reading
Armor,5,4.1,,General Reading
The Tempest,3,3.78,,General Reading
Childhood’s End,4,4.12,,General Reading
The Gods Themselves,2,4.1,,General Reading
"Consider Phlebas (Culture, #1)",4,3.85,,General Reading
Monkey Brain Sushi: New Tastes in Japanese Fiction,3,3.63,,General Reading
Everything's Eventual,3,3.99,,General Reading
The Running Man,4,3.89,,General Reading
The Tommyknockers,3,3.62,,General Reading
"Song of Susannah (The Dark Tower, #6)",2,3.98,,General Reading
"Wolves of the Calla (The Dark Tower, #5)",2,4.19,,General Reading
"The Dark Tower (The Dark Tower, #7)",2,4.27,,General Reading
"Wizard and Glass (The Dark Tower, #4)",2,4.26,,General Reading
On Writing: A Memoir of the Craft,4,4.33,,General Reading
"The Waste Lands (The Dark Tower, #3)",3,4.25,,General Reading
The Dead Zone,2,3.97,,General Reading
Needful Things,3,3.98,,General Reading
"The Drawing of the Three (The Dark Tower, #2)",2,4.23,,General Reading
’Salem’s Lot,3,4.06,,General Reading
"The Gunslinger (The Dark Tower, #1)",5,3.94,,General Reading
The Stand,2,4.35,,General Reading
Chaos: Making a New Science,2,4.03,,General Reading
Dracula,3,4.03,,General Reading
Charlotte’s Web,4,4.21,,General Reading
The War of the Worlds,4,3.84,,General Reading
Deathbird Stories,3,4.17,,General Reading
"Voices (Annals of the Western Shore, #2)",2,3.92,,General Reading
Down and Out in the Magic Kingdom,2,3.57,,General Reading
The Yiddish Policemen's Union,3,3.72,,General Reading
The Years of Rice and Salt,4,3.76,,General Reading
"A Wizard of Earthsea (Earthsea Cycle, #1)",3,4.02,,General Reading
We,4,3.9,,General Reading
"Count Zero (Sprawl, #2)",3,4.03,,General Reading
"Mona Lisa Overdrive (Sprawl, #3)",3,4.01,,General Reading
"Idoru (Bridge, #2)",2,3.83,,General Reading
"The First Four Years  (Little House, #9)",2,3.89,,General Reading
"Farmer Boy (Little House, #2)",2,4.09,,General Reading
"The Long Winter (Little House, #6)",3,4.16,,General Reading
"By the Shores of Silver Lake  (Little House, #5)",2,4.18,,General Reading
"Little Town on the Prairie  (Little House, #7)",4,4.19,,General Reading
"On the Banks of Plum Creek (Little House, #4)",3,4.22,,General Reading
"Little House on the Prairie (Little House, #3)",4,4.22,,General Reading
"Little House in the Big Woods (Little House, #1)",4,4.21,,General Reading
The Tokyo Zodiac Murders,4,3.91,,General Reading
"The League of Extraordinary Gentlemen, Vol. 1",3,3.95,,General Reading
"The League of Extraordinary Gentlemen, Vol. 2",3,3.94,,General Reading
V for Vendetta,4,4.26,,General Reading
Watchmen,5,4.38,,General Reading
"Neon Genesis Evangelion, Vol. 12",2,4.42,,General Reading
Der Mond: The Art of Neon Genesis Evangelion,4,4.35,,General Reading
"Neon Genesis Evangelion, Vol. 10",2,4.42,,General Reading
"Neon Genesis Evangelion, Vol. 9",2,4.36,,General Reading
"Neon Genesis Evangelion, Vol. 8",2,4.37,,General Reading
"Neon Genesis Evangelion, Vol. 7",2,4.39,,General Reading
"Neon Genesis Evangelion, Vol. 6",2,4.4,,General Reading
"Neon Genesis Evangelion, Vol. 4",3,4.32,,General Reading
"Neon Genesis Evangelion, Vol. 3",3,4.34,,General Reading
"Neon Genesis Evangelion, Vol. 5",3,4.34,,General Reading
"Neon Genesis Evangelion, Vol. 2",3,4.27,,General Reading
"Neon Genesis Evangelion, Vol. 1",4,4.22,,General Reading
"Gunnerkrigg Court, Volume 1: Orientation (Gunnerkrigg Court #1)",2,4.22,,General Reading
"Yotsuba&!, Vol. 1 (Yotsuba&!, #1)",4,4.34,,General Reading
From Hell,4,4.19,,General Reading
"The Invisibles, Vol. 7: The Invisible Kingdom",4,4.19,,General Reading
"The Invisibles, Vol. 5: Counting to None",3,4.2,,General Reading
"The Invisibles, Vol. 6: Kissing Mister Quimper",4,4.25,,General Reading
"The Invisibles, Vol. 4: Bloody Hell in America",3,4.18,,General Reading
"The Invisibles, Vol. 2: Apocalipstick",3,4.23,,General Reading
"The Invisibles, Volume 1: Say You Want a Revolution",4,3.96,,General Reading
"100 Bullets, Vol. 7: Samurai",2,4.07,,General Reading
"100 Bullets, Vol. 8: The Hard Way",2,4.2,,General Reading
"100 Bullets, Vol. 6: Six Feet Under the Gun",2,4.12,,General Reading
"100 Bullets, Vol. 5: The Counterfifth Detective",2,4.1,,General Reading
"100 Bullets, Vol. 4: A Foregone Tomorrow",2,4.1,,General Reading
"100 Bullets, Vol. 3: Hang Up on the Hang Low",3,4.1,,General Reading
"100 Bullets, Vol. 2: Split Second Chance",3,4.09,,General Reading
"100 Bullets, Vol. 1: First Shot, Last Call",3,3.86,,General Reading
300,4,3.98,,General Reading
Batman: The Dark Knight Returns,4,4.26,,General Reading
"Y: The Last Man, Vol. 10: Whys and Wherefores",2,4.33,,General Reading
"Y: The Last Man, Vol. 6: Girl on Girl",3,4.2,,General Reading
"Y: The Last Man, Vol. 8: Kimono Dragons",3,4.21,,General Reading
"Y: The Last Man, Vol. 9: Motherland",3,4.25,,General Reading
"Y: The Last Man, Vol. 4: Safeword",3,4.25,,General Reading
"Y: The Last Man, Vol. 7: Paper Dolls",3,4.22,,General Reading
"Y: The Last Man, Vol. 3: One Small Step",3,4.21,,General Reading
"Y: The Last Man, Vol. 5: Ring of Truth",3,4.27,,General Reading
"Y: The Last Man, Vol. 2: Cycles",3,4.22,,General Reading
"Y: The Last Man, Vol. 1: Unmanned",4,4.08,,General Reading
"Flight, Vol. 1 (Flight, #1)",4,3.88,,General Reading
Zot!: The Complete Black-and-White Collection: 1987-1991,3,4.06,,General Reading
Understanding Comics: The Invisible Art,5,3.99,,General Reading
"Harry Potter and the Chamber of Secrets (Harry Potter, #2)",4,4.42,,General Reading
"Harry Potter and the Order of the Phoenix (Harry Potter, #5)",4,4.5,,General Reading
"Harry Potter and the Goblet of Fire (Harry Potter, #4)",2,4.56,,General Reading
"Harry Potter and the Prisoner of Azkaban (Harry Potter, #3)",4,4.57,,General Reading
"Harry Potter and the Deathly Hallows (Harry Potter, #7)",3,4.61,,General Reading
"The 4-Hour Body: An Uncommon Guide to Rapid Fat-Loss, Incredible Sex, and Becoming Superhuman",1,3.68,,General Reading
The 4-Hour Workweek,3,3.92,,General Reading
Our Posthuman Future: Consequences of the Biotechnology Revolution,2,3.42,,General Reading
To Kill a Mockingbird,2,4.26,,General Reading
Of Mice and Men,2,3.89,,General Reading
A Tale of Two Cities,3,3.86,,General Reading
Memoirs of a Geisha,2,4.07,,General Reading
The Diary of a Young Girl,4,4.19,,General Reading
The Time Traveler's Wife,3,3.9,,General Reading
Being Wrong: Adventures in the Margin of Error,3,3.87,,General Reading
"Beyond the Hoax: Science, Philosophy and Culture",3,3.65,,General Reading
The 10000 Year Explosion: How Civilization Accelerated Human Evolution,4,3.91,,General Reading
"The Information: A History, a Theory, a Flood",3,4.03,,General Reading
The Tale of Genji,4,3.72,,General Reading
Hell is the Absence of God,5,4.03,,General Reading
The Lifecycle of Software Objects,3,3.91,,General Reading
"Doomsday Book (Oxford Time Travel, #1)",3,4.02,,General Reading
Feersum Endjinn,2,3.86,,General Reading
"To Say Nothing of the Dog (Oxford Time Travel, #2)",3,4.1,,General Reading
"The Silence of the Lambs  (Hannibal Lecter, #2)",4,4.25,,General Reading
King Lear,3,3.91,,General Reading
I Am Legend,3,4.06,,General Reading
Flowers for Algernon,4,4.21,,General Reading
The Master of Go (Vintage International),3,3.87,,General Reading
Collapse: How Societies Choose to Fail or Succeed,4,3.93,,General Reading
Sophie’s World,3,3.95,,General Reading
The Hunting of the Snark,4,4.14,,General Reading
Two Treatises of Government,3,3.87,,General Reading
Philosophical Investigations,4,4.26,,General Reading
Trainspotting,1,4.05,,General Reading
Daughter of Regals and Other Tales,3,3.8,,General Reading
Reave the Just and Other Tales,4,3.92,,General Reading
The Second Chronicles of Thomas Covenant (The Second Chronicles of Thomas Covenant #1-3),3,4.02,,General Reading
"Fatal Revenant (The Last Chronicles of Thomas Covenant, #2)",3,3.84,,General Reading
The Runes of the Earth (The Last Chronicles of Thomas Covenant #1),3,3.77,,General Reading
"The Gap Into Vision: Forbidden Knowledge (Gap, #2)",4,3.99,,General Reading
The Gap Into Conflict: The Real Story (The Gap Cycle #1),4,3.71,,General Reading
"The Chronicles of Thomas Covenant, the Unbeliever (The Chronicles of Thomas Covenant the Unbeliever, #1-3)",4,3.81,,General Reading
"A Man Rides Through (Mordant's Need, #2)",4,4.03,,General Reading
"The Mirror of Her Dreams (Mordant's Need, #1)",4,3.93,,General Reading
"The One Tree (The Second Chronicles of Thomas Covenant, #2)",3,4.0,,General Reading
"White Gold Wielder (The Second Chronicles of Thomas Covenant, #3)",3,4.06,,General Reading
"The Wounded Land (The Second Chronicles of Thomas Covenant, #1)",3,4.0,,General Reading
"The Illearth War (The Chronicles of Thomas Covenant the Unbeliever, #2)",4,4.02,,General Reading
"Lord Foul's Bane (The Chronicles of Thomas Covenant the Unbeliever, #1)",3,3.72,,General Reading
"Guns, Germs, and Steel: The Fates of Human Societies",4,4.03,,General Reading
The Catcher in the Rye,2,3.81,,General Reading
The Power of Myth,3,4.26,,General Reading
The Art of War,4,3.97,,General Reading
Strategy,5,4.08,,General Reading
Coup d'État: A Practical Handbook,4,3.99,,General Reading
The Grand Strategy of the Byzantine Empire,5,3.96,,General Reading
Getting Things Done: The Art of Stress-Free Productivity,3,4.0,,General Reading
The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,2,4.16,,General Reading
II Cybernetic Frontiers,2,3.85,,General Reading
Whole Earth Discipline: An Ecopragmatist Manifesto,4,4.11,,General Reading
Clock of the Long Now: Time and Responsibility: The Ideas Behind the World's Slowest Computer,5,4.1,,General Reading
How Buildings Learn: What Happens After They're Built,4,4.34,,General Reading
If on a Winter's Night a Traveler,3,4.04,,General Reading
"The Two Towers (The Lord of the Rings, #2)",3,4.45,,General Reading
"The Return of the King (The Lord of the Rings, #3)",4,4.54,,General Reading
The Silmarillion,4,4.0,,General Reading
The End of Eternity,3,4.22,,General Reading
The Alchemist,3,3.85,,General Reading
Pride and Prejudice,2,4.28,,General Reading
The Count of Monte Cristo,4,4.3,,General Reading
The Trial,3,3.99,,General Reading
"Good Omens: The Nice and Accurate Prophecies of Agnes Nutter, Witch",4,4.26,,General Reading
"The Color of Magic (Discworld, #1; Rincewind, #1)",3,4.04,,General Reading
"Mort (Discworld, #4; Death, #1)",3,4.24,,General Reading
"Guards! Guards! (Discworld, #8; City Watch, #1)",3,4.33,,General Reading
"Night Watch (Discworld, #29; City Watch, #6)",4,4.49,,General Reading
Hogfather,4,4.25,,General Reading
"Reaper Man (Discworld, #11; Death, #2)",3,4.28,,General Reading
"Sourcery (Discworld, #5; Rincewind, #3)",3,3.9,,General Reading
"Monstrous Regiment (Discworld, #31; Industrial Revolution, #3)",3,4.24,,General Reading
"Moving Pictures (Discworld, #10; Industrial Revolution, #1)",3,3.97,,General Reading
"The Wonderful Wizard of Oz (Oz, #1)",4,4.0,,General Reading
Alice in Wonderland,5,4.03,,General Reading
The Picture of Dorian Gray,4,4.13,,General Reading
Dubliners,3,3.79,,General Reading
"2001: A Space Odyssey (Space Odyssey, #1)",4,4.17,,General Reading
Lord of Light,4,4.07,,General Reading
The Stranger,3,4.04,,General Reading
The Little Prince,4,4.33,,General Reading
The God Delusion,3,3.89,,General Reading
A Portrait of the Artist as a Young Man,3,3.64,,General Reading
"Antigone (Theban Plays, #3)",2,3.7,,General Reading
The Pickwick Papers,1,3.84,,General Reading
The Magic Goes Away,3,3.67,,General Reading
N-Space,3,3.93,,General Reading
Flatlander (Known Space),3,3.97,,General Reading
The World of Ptavvs (Known Space),2,3.83,,General Reading
"The Man-Kzin Wars (Man-Kzin Wars, #1)",4,3.69,,General Reading
"A World Out of Time (The State, #1)",3,3.79,,General Reading
Tales of Known Space: The Universe of Larry Niven (Known Space),4,4.19,,General Reading
"The Integral Trees (The State, #2)",3,3.76,,General Reading
Ringworld's Children (Ringworld #4),3,3.76,,General Reading
The Integral Trees / The Smoke Ring,2,3.72,,General Reading
The Ringworld Throne (Ringworld #3),3,3.57,,General Reading
"The Gripping Hand (Moties, #2)",4,3.83,,General Reading
The Ringworld Engineers (Ringworld #2),3,3.89,,General Reading
The Big U,4,3.26,,General Reading
"Megatokyo, Volume 4",3,4.06,,General Reading
"Megatokyo, Volume 3",2,4.0,,General Reading
"Megatokyo, Volume 2",2,3.95,,General Reading
"Megatokyo, Volume 1",3,3.7,,General Reading
"The Hunt for Red October (Jack Ryan, #3)",4,4.11,,General Reading
Future Shock,2,3.81,,General Reading
Tao of Jeet Kune Do,4,4.35,,General Reading
Computer Lib/Dream Machines,2,4.43,,General Reading
"Marooned in Realtime (Across Realtime, #2)",3,4.1,,General Reading
A Brief History of Time,4,4.22,,General Reading
"The Great Hunt (The Wheel of Time, #2)",3,4.25,,General Reading
"The System of the World (The Baroque Cycle, #3)",3,4.33,,General Reading
"The Confusion (The Baroque Cycle, #2)",3,4.26,,General Reading
Cryptonomicon,4,4.24,,General Reading
"Quicksilver (The Baroque Cycle, #1)",3,3.91,,General Reading
"The Diamond Age: Or, a Young Lady's Illustrated Primer",4,4.17,,General Reading
Anathem,4,4.17,,General Reading
Ringworld,4,3.58,,General Reading
The Instrumentality of Mankind,4,4.11,,General Reading
The Red Queen: Sex and the Evolution of Human Nature,4,4.05,,General Reading
Principia Discordia ● Or ● How I Found Goddess and What I Did to Her When I Found Her: The Magnum Opiate of Malaclypse the Younger,3,4.26,,General Reading
"Xenocide (Ender's Saga, #3)",2,3.81,,General Reading
"Ender's Shadow (The Shadow Series, #1)",4,4.32,,General Reading
"Children of the Mind (Ender's Saga, #4)",3,3.77,,General Reading
Quantum Psychology: How Brain Software Programs You & Your World,4,4.23,,General Reading
Schrödinger's Cat Trilogy,4,4.09,,General Reading
1984,5,4.15,,General Reading
Animal Farm,4,3.9,,General Reading
Atlas Shrugged,1,3.67,,General Reading
The Poisonwood Bible,4,4.11,,General Reading
The Fountainhead,1,3.87,,General Reading
Heart of Darkness,5,3.43,,General Reading
The Metamorphosis,2,3.91,,General Reading
"Zen and the Art of Motorcycle Maintenance: An Inquiry Into Values (Phaedrus, #1)",4,3.78,,General Reading
The Curious Incident of the Dog in the Night-Time,3,3.89,,General Reading
The World Is Flat: A Brief History of the Twenty-first Century,1,3.69,,General Reading
Confessions of an Economic Hit Man,2,3.85,,General Reading
The Black Swan: The Impact of the Highly Improbable,4,3.97,,General Reading
Outliers: The Story of Success,3,4.19,,General Reading
"Blood Meridian, or, the Evening Redness in the West",4,4.17,,General Reading
"Oh, the Places You’ll Go!",4,4.37,,General Reading
Mindfulness in Plain English,4,4.13,,General Reading
Drive: The Surprising Truth About What Motivates Us,3,3.94,,General Reading
Gates of Fire,4,4.4,,General Reading
"Whirlwind (Asian Saga, #6)",2,3.84,,General Reading
"Gai-Jin (Asian Saga, #3)",2,3.87,,General Reading
"King Rat (Asian Saga, #4)",4,4.15,,General Reading
"Noble House (Asian Saga, #5)",4,4.26,,General Reading
"Tai-Pan (Asian Saga, #2)",4,4.29,,General Reading
"Shōgun (Asian Saga, #1)",2,4.38,,General Reading
Learning GNU Emacs,4,3.66,,General Reading
Prometheus Rising,3,4.25,,General Reading
The Soul of a New Machine,4,4.1,,General Reading
The Blind Watchmaker: Why the Evidence of Evolution Reveals a Universe Without Design,3,4.09,,General Reading
"The Fires of Heaven (The Wheel of Time, #5)",4,4.2,,General Reading
"Lord of Chaos (The Wheel of Time, #6)",4,4.18,,General Reading
"A Crown of Swords (The Wheel of Time, #7)",3,4.05,,General Reading
"Crossroads of Twilight (The Wheel of Time, #10)",3,3.76,,General Reading
"Winter's Heart (The Wheel of Time, #9)",2,3.94,,General Reading
"Knife of Dreams (The Wheel of Time, #11)",3,4.18,,General Reading
The Left Hand of Darkness,1,4.11,,General Reading
Solaris,4,3.99,,General Reading
"A Wrinkle in Time (Time Quintet, #1)",3,4.04,,General Reading
The Tipping Point: How Little Things Can Make a Big Difference,3,4.01,,General Reading
Blink: The Power of Thinking Without Thinking,2,3.97,,General Reading
"Eats, Shoots & Leaves: The Zero Tolerance Approach to Punctuation",3,3.86,,General Reading
The Prince,4,3.85,,General Reading
The Republic,3,3.97,,General Reading
Meditations,5,4.29,,General Reading
The Origin of Species,4,4.01,,General Reading
The Singularity is Near: When Humans Transcend Biology,3,3.92,,General Reading
"Foundation (Foundation, #1)",4,4.18,,General Reading
"Pattern Recognition (Blue Ant, #1)",3,3.87,,General Reading
Rainbows End,3,3.78,,General Reading
Genghis Khan and the Making of the Modern World,3,4.02,,General Reading
Stealing The Network: How to Own the Box,4,4.05,,General Reading
Feynman Lectures On Computation (Frontiers in Physics),4,4.27,,General Reading
This Craft of Verse,3,4.34,,General Reading
Dreamtigers,5,4.29,,General Reading
Selected Non-Fictions,5,4.44,,General Reading
The Library of Babel,5,4.32,,General Reading
Selected Poems,4,4.36,,General Reading
The Book of Sand and Shakespeare's Memory,3,4.3,,General Reading
Collected Fictions,5,4.57,,General Reading
"Gateway (Heechee Saga, #1)",4,4.07,,General Reading
"Ambush at Corellia (The Corellian Trilogy, #1)",2,3.59,,General Reading
"Star Wars: The Mandalorian Armor (The Bounty Hunter Wars, #1)",3,3.63,,General Reading
Star Wars: Tales from the Empire,4,3.62,,General Reading
Star Wars: Tales from the New Republic,3,3.53,,General Reading
"Flatterland: Like Flatland, Only More So",4,3.75,,General Reading
Accelerando,5,3.88,,General Reading
"The Dying Earth (The Dying Earth, #1)",4,3.9,,General Reading
"Heirs of the Force (Star Wars: Young Jedi Knights, #1)",2,3.66,,General Reading
Star Wars: Tales from Jabba's Palace,4,3.67,,General Reading
Star Wars: Tales from the Mos Eisley Cantina,4,3.64,,General Reading
Star Wars: Tales of the Bounty Hunters,4,3.79,,General Reading
